,ifsc_code,bank_id,bank_name,branch,addres,city,district,state
46200,ICIC0000173,8,ICICI BANK LIMITED,CITY CENTRE  KARNAL,KARNAL,KARNAL,KARNAL,HARYANA
46201,ICIC0000174,8,ICICI BANK LIMITED,PANIPAT┬á,"OPP. MID TOWN HOTEL, G.T. ROAD, PANIPAT,HARYANA.┬á - 132103┬á",PANIPAT,PANIPAT,HARYANA
46202,ICIC0000175,8,ICICI BANK LIMITED,RANCHI┬á,"MAIN ROAD (NEAR RATANLAL PETROL PUMP), RANCHI, JHARKHAND┬á834001┬á",RANCHI,RANCHI,JHARKHAND
46203,ICIC0000176,8,ICICI BANK LIMITED,BELGAUM┬á,BELGAUM┬á,BELGAUM,BELGAUM,KARNATAKA
46204,ICIC0000177,8,ICICI BANK LIMITED,GURGAON - DLF┬á,"K-6 & K-7 + K-12 & KB -12, QUTUB PLAZA, DLF - PHASE - 1, GURGAON.┬á122002┬á",GURGAON,GURGAON,HARYANA
46205,ICIC0000178,8,ICICI BANK LIMITED,BHARUCH┬á,BHARUCH┬á,BHARUCH,BHARUCH,GUJARAT
46206,ICIC0000180,8,ICICI BANK LIMITED,SHORNUR ROAD  THRISSUR (TRICHUR),THRISSUR (TRICHUR),TIRUCHIRAPPALLI,TIRUCHIRAPALLI,TAMIL NADU
46207,ICIC0000181,8,ICICI BANK LIMITED,KANNUR / CANNANORE┬á,"K V R TOWERS, MAHATMA MANDIR JUNCTION, SOUTH BAZAAR, KANNUR.┬á - 670002┬á",CANNUR,CANNUR,KERALA
46208,ICIC0000182,8,ICICI BANK LIMITED,NASHIK ROAD┬á,NASHIK,NASHIK,NASIK,MAHARASHTRA
46209,ICIC0000183,8,ICICI BANK LIMITED,HYDERABAD - BEGUMPET┬á,"1-11-256, STREET NO 1, BEGUMPET, HYDERABAD.┬á500016┬á",HYDERABAD,HYDERABAD,ANDHRA PRADESH
46210,ICIC0000184,8,ICICI BANK LIMITED,KOTA,KOTA I L TOWNSHIP- 324007,KOTA,KOTA,RAJASTHAN
46211,ICIC0000185,8,ICICI BANK LIMITED,AJMER,"ICICI BANK LTD, 429/A/11, VINOD BHAWAN, INDIA MOTOR CIRCLE, KUTCHERI ROAD, AJMER. 305001",AJMER,AJMER,RAJASTHAN
46212,ICIC0000186,8,ICICI BANK LIMITED,BHILAI,"PLOT NO. 96, SHIV NATH COMPLEX, NEAR MAURYA THEATRE, G.E ROAD, SUPELA,BHILAI, DISTRICT DURG CHATTISGARH 490023",BHILAINAGAR,DURG,CHANDIGARH
46213,ICIC0000187,8,ICICI BANK LIMITED,KOLKATA - CHOWRINGHEE┬á,"36 CHOWRINGHEE ROAD, KOLKATA┬á700071┬á",KOLKATA,KOLKATA,WEST BENGAL
46214,ICIC0000188,8,ICICI BANK LIMITED,DURGAPUR┬á,"ICICI BANK LTD., GROUND FLOOR, OPP. CENTRAL LIBRARY, CITY CENTRE, DURGAPUR, WEST BENGAL┬á712316┬á",DURGAPUR,BARDDHAMAN,WEST BENGAL
46215,ICIC0000189,8,ICICI BANK LIMITED,AHMEDABAD - STADIUM CIRCLE┬á,"2/1, GROUND FLOOR, POPULAR HOUSE, ASHRAM ROAD, AHMEDABAD.┬á380009┬á",AHMEDABAD,AHMADABAD,GUJARAT
46216,ICIC0000190,8,ICICI BANK LIMITED,MORADABAD,"SHOP NO 19 TO 23, LOWER GROUND FLOOR, CHADDHA SHOPPING COMPLEX, G. M. D. ROAD, MORADABAD 244001",MORADABAD,MORADABAD,UTTAR PRADESH
46217,ICIC0000191,8,ICICI BANK LIMITED,COURT ROAD SAHARANPUR┬á,SAHARANPUR┬á,SAHARANPUR,SAHARANPUR,UTTAR PRADESH
46218,ICIC0000192,8,ICICI BANK LIMITED,BARIELLY,"116, CIVIL LINES, BARIELLY, UTTAR PRADESH 243001",BAREILLY,BAREILLY,UTTAR PRADESH
46219,ICIC0000193,8,ICICI BANK LIMITED,SURAT - MAJURA GATE┬á,"ICICI BANK GROUND FLOOR, OM SHOPPING COMPLEX,ANAND MAHAL ROAD, ADAJAN┬á395009┬á",SURAT,SURAT,GUJARAT
46220,ICIC0000194,8,ICICI BANK LIMITED,P.S. AINTHAPALLI  SAMBHALPUR┬á,SAMBHALPUR┬á,SAMBALPUR,SAMBALPUR,ODISHA
46221,ICIC0000195,8,ICICI BANK LIMITED,BISA ROAD  ROURKELA┬á,ROURKELA┬á,RAURKELA,SUNDARGARH,ODISHA
46222,ICIC0000196,8,ICICI BANK LIMITED,DHANBAD,"MUNICIPAL HOLDING NO 576/577, SHASTRI NAGAR, BANK MORE, DHANBAD, JHARKHAND. 826001",DHANBAD,DHANBAD,JHARKHAND
46223,ICIC0000197,8,ICICI BANK LIMITED,GWALIOR,"HOTEL SHELTER BUILDING, SHASTRI CHOWK, PADAV, GWALIOR, MADHYA PRADESH 474002",GWALIOR,GWALIOR,MADHYA PRADESH
46224,ICIC0000198,8,ICICI BANK LIMITED,JABALPUR┬á,"KAILASH AUTOMOBILES, 124 NAPIER TOWN, MODEL ROAD, JABALPUR (M.P)┬á482001┬á",JABALPUR,JABALPUR,MADHYA PRADESH
46225,ICIC0000199,8,ICICI BANK LIMITED,MAHVEER CHOWK  SOLAPUR,SOLAPUR - GULMOHAR COMPLEX┬á,SOLAPUR,SOLAPUR,MAHARASHTRA
46226,ICIC0000201,8,ICICI BANK LIMITED,HANMAKONDA  WARANGAL┬á,WARANGAL┬á,WARANGAL,WARANGAL,ANDHRA PRADESH
46227,ICIC0000202,8,ICICI BANK LIMITED,HYDERABAD - PUNJAGUTTA┬á,"4TH NERELLA HOUSE, PANJAGUTTA, HYDERABAD, ANDHRA PRADESH .┬á500082┬á",HYDERABAD,HYDERABAD,ANDHRA PRADESH
46228,ICIC0000203,8,ICICI BANK LIMITED,THANE - KALYAN┬á,"GURU GOBIND HOUSE, OPP. PURNIMA THEATRE, MURBAD ROAD, KALYAN WEST, THANE.┬á421301┬á",THANE,THANE,MAHARASHTRA
46229,ICIC0000204,8,ICICI BANK LIMITED,BANGALORE - R T NAGAR┬á,"# 5, P & T COLONY, R.T.NAGAR MAIN ROAD, R T NAGAR┬á560094┬á",BANGALORE,BANGALORE URBAN,KARNATAKA
46230,ICIC0000205,8,ICICI BANK LIMITED,INDIRA GANDHI MARG,"ICICI BANK LTD., SOLITARE BUILDING, OPP. CHURCH, INDIRA GANDHI MARG, JAMNAGAR - 361008, GUJARAT",JAMNAGAR,JAMNAGAR,GUJARAT
46231,ICIC0000206,8,ICICI BANK LIMITED,NAVSARI - SAYAJI LIBRARY┬á,NAVSARI,NAVSARI,NAVSARI,GUJARAT
46232,ICIC0000207,8,ICICI BANK LIMITED,WADIA ROAD  PORBANDAR┬á,PORBANDAR┬á,PORBANDAR,PORBANDAR,GUJARAT
46233,ICIC0000208,8,ICICI BANK LIMITED,SILIGURI┬á,"SKY STAR BUILDING, GROUND FLOOR, SEVOKE ROAD, SILIGURI, WEST BENGAL.┬á734401┬á",SILIGURI,DARJILING,WEST BENGAL
46234,ICIC0000209,8,ICICI BANK LIMITED,MUMBAI - SANTACRUZ┬á,"GROUND FLOOR, INDRAPRASTHA, OPPOSITE PREMNARAYAN INDERNARAYAN CHOWK, LINKING ROAD, SANTACRUZ WEST, MUMBAI.┬á400054┬á",MUMBAI,GREATER BOMBAY,MAHARASHTRA
46235,ICIC0000210,8,ICICI BANK LIMITED,PONDA┬áMADGAON RD  PONDA┬á,PONDA┬á,PONDA,NORTH GOA,GOA
46236,ICIC0000211,8,ICICI BANK LIMITED,MUMBAI - VILE PARLE┬á,"KADAMGIRI COMPLEX, HANUMAN ROAD, VILE PARLE EAST, MUMBAI.┬á400057┬á",MUMBAI,GREATER BOMBAY,MAHARASHTRA
46237,ICIC0000212,8,ICICI BANK LIMITED,CHENNAI - SANTHOME┬á,"SANTHOME BRANCH,GROUND FLOOR,ICICI BANK TOWERS, 93,SANTHOME HIGH ROAD, CHENNAI┬á600028┬á",CHENNAI,CHENNAI,TAMIL NADU
46238,ICIC0000213,8,ICICI BANK LIMITED,DULIYAJAN┬á,DULIYAJAN┬á,DULIAJAN,DIBRUGARH,ASSAM
46239,ICIC0000214,8,ICICI BANK LIMITED,GOMTINAGAR┬á,LUCKNOW┬á,LUCKNOW,LUCKNOW,UTTAR PRADESH
46240,ICIC0000215,8,ICICI BANK LIMITED,CHENGANNUR┬á,CHENGANNUR┬á,CHENGANNUR,ALAPUZHA,KERALA
46241,ICIC0000216,8,ICICI BANK LIMITED,T.K. ROAD  PATHANAMTITHA┬á,"ICICI BANK LTD, ABAN ARCADE, T.K ROAD, PATHANAMTITHA, KERALA - 689645",PATHANAMTHITTA,PATHANAMTHITTA,KERALA
46242,ICIC0000217,8,ICICI BANK LIMITED,IRINJALAKUDA,"ICICI BANK LTD, CHURCH VIEW, KODUNGALOOR ROAD,IRINJALAKUDA.┬á680121┬á",IRINJALAKUDA,THRISSUR,KERALA
46243,ICIC0000218,8,ICICI BANK LIMITED,HOSPITAL ROAD  PERINTHALMANNA┬á,"ICICI BANK LTD, AMEENA COMPLEX, HOSPITAL ROAD, BSNL CUSTOMER SERVICE BLDG., NEAR ALLUKKAS JEWELLERY, PERINTHALMANNA",PERINTALMANNA,MALAPPURAM,KERALA
46244,ICIC0000219,8,ICICI BANK LIMITED,EAST BAZAAR - TIRUR┬á,TIRUR┬á,TIRUR,MALAPPURAM,KERALA
46245,ICIC0000220,8,ICICI BANK LIMITED,KASARAGOD┬á,KASARAGOD┬á,KASARAGOD,KASARAGOD,KERALA
46246,ICIC0000221,8,ICICI BANK LIMITED,EDODI  VADAKARA┬á,VADAKARA┬á,VADAKARA,KOZHIKODE,KERALA
46247,ICIC0000222,8,ICICI BANK LIMITED,MANJERI,"SHIFA COMPLEX, NEAR MANJERI URBAN CO-OPERATIVE BANK LTD., COURT ROAD, MANJERI, KERALA. 676121",MANJERI,MALAPPURAM,KERALA
46248,ICIC0000223,8,ICICI BANK LIMITED,ARAKUZHA ROAD JUNCTION  MUVATTUPUZHA,"ICICI BANK LTD, AMRITHA TOWERS, VELLOORKUNNAM, MUVATTUPUZHA  -686673",MUVATTUPUZHA,ERNAKULAM,KERALA
46249,ICIC0000224,8,ICICI BANK LIMITED,NEW DELHI - PANCHSHEEL PARK┬á,"N-138, PANCHSHEEL PARK, NEW DELHI┬á110017┬á",DELHI,DELHI,DELHI
46250,ICIC0000225,8,ICICI BANK LIMITED,NEW DELHI - LAJPAT NAGAR┬á,"A-34, LAJPAT NAGAR-II, NEW DELHI┬á110024┬á",DELHI,DELHI,DELHI
46251,ICIC0000226,8,ICICI BANK LIMITED,FL GOMES ROAD  VASCO┬á,VASCO┬á,MORMUGAO,SOUTH GOA,GOA
46252,ICIC0000227,8,ICICI BANK LIMITED,DELHI UNIVERSITY┬á,"UTILITY CENTRE, 1ST FLOOR, UNIVERSITY MAIN GATE, UNIVERSITY ROAD, DELHI UNIVERSITY, NORTH CAMPUS, DELHI.┬á110007┬á",DELHI,DELHI,DELHI
46253,ICIC0000228,8,ICICI BANK LIMITED,VASHI APMC┬á,"VYAPAR BHAVAN,APMC GRAIN MARKET,PHASE II,SECTOR 19,VASHI ┬á",MUMBAI,GREATER BOMBAY,MAHARASHTRA
46254,ICIC0000229,8,ICICI BANK LIMITED,MANIKANCHAN - SEZ - CIBD┬á,"MANIKANCHAN SEZ, CN-1 SALT LAKE CITY, 1ST FLOOR┬á",BIDHANNAGAR,NORTH 24 PARGANAS,WEST BENGAL
46255,ICIC0000280,8,ICICI BANK LIMITED,KAKINADA┬á,KAKINADA┬á,KAKINADA,EAST GODAVARI,ANDHRA PRADESH
46256,ICIC0000230,8,ICICI BANK LIMITED,SAFAL-CIBD-RMAG┬á,"MOTHER DAIRY FOODS PROCESSING LTD., UNIT:SAFAL FRUIT & VEGETABLES AUCTION MARKET, POST BAG NO 6714, SY NO.99, VILLAGE KHAJISONENAHALLI, WHITEFIELD ┬û HOSKOTE ROAD, BANGALORE SOUTH TALUK, BANGALOR",BANGALORE,BANGALORE URBAN,KARNATAKA
46257,ICIC0000231,8,ICICI BANK LIMITED,KALAMNA - NAGPUR APMC┬á,"SHOP NO.18, BLOCK NO. 2, DHANYA BAZAAR, PT. JAWAHARLAL NEHRU MARKET YARD, KALAMNA, NAGPUR.┬á",NAGPUR,NAGPUR,MAHARASHTRA
46258,ICIC0000232,8,ICICI BANK LIMITED,CHENNAI - ALWARTHIRUNAGAR┬á,"ICICI BANK LTD.,GROUND FLOOR, NO.3, ARCOT ROAD, ALWARTHIRUNAGAR, CHENNAI - 600 087. ┬á",CHENNAI,CHENNAI,TAMIL NADU
46259,ICIC0000233,8,ICICI BANK LIMITED,AMBALA,"660, HOUSING BOARD COLONY, NEAR ITI, AMBALA CITY 134003",AMBALA,AMBALA,HARYANA
46260,ICIC0000234,8,ICICI BANK LIMITED,BIKANER┬á,BIKANER┬á,BIKANER,BIKANER,RAJASTHAN
46261,ICIC0000235,8,ICICI BANK LIMITED,JAIPUR - VAISHALI NAGAR┬á,"C-2, SAURAV TOWERS, VAISHALI NAGAR, JAIPUR┬á302021┬á",JAIPUR,JAIPUR,RAJASTHAN
46262,ICIC0000236,8,ICICI BANK LIMITED,HOSHIARPUR,"155, SUTHERI ROAD 146001",HOSHIARPUR,HOSHIARPUR,PUNJAB
46263,ICIC0000237,8,ICICI BANK LIMITED,MOGA┬á,"S.C.F.12-13,IMPROVEMENT TRUST SHOPPING AREA,G.T.ROAD,MOGA 142001",MOGA,MOGA,PUNJAB
46264,ICIC0000238,8,ICICI BANK LIMITED,AMRITSAR - HALL BAZAR┬á,"107/1 RS TOWERS, HALL BAZAR AMRITSAR┬á143001┬á",AMRITSAR,AMRITSAR,PUNJAB
46265,ICIC0000239,8,ICICI BANK LIMITED,HARIDWAR,"7C AVAS VIKAS DELHI HARIDWAR ROAD┬á,249407",HARDWAR,HARIDWAR,UTTARAKHAND
46266,ICIC0000240,8,ICICI BANK LIMITED,TIKONIA CHOWK -HALDWANI┬á,HALDWANI┬á,HALDWANI,NAINITAL,UTTARAKHAND
46267,ICIC0000241,8,ICICI BANK LIMITED,INDORE - ASHOK NAGAR┬á,"4,ASHOK NAGAR,NEAR SAPNA SANGEETA-INDORE┬á452001┬á",INDORE,INDORE,MADHYA PRADESH
46268,ICIC0000242,8,ICICI BANK LIMITED,HYDERABAD - CHARMINAR┬á,"22-8-290/291,NAYAPULX ROAD,CHARMINAR┬á500002┬á",HYDERABAD,HYDERABAD,ANDHRA PRADESH
46269,ICIC0000243,8,ICICI BANK LIMITED,HYDERABAD - DILSUKHNAGAR┬á,"2-42/1 TO 8,G.B.R TOWERS CHAITANYAPURI,DILSUKHNAGAR┬á500060┬á",HYDERABAD,HYDERABAD,ANDHRA PRADESH
46270,ICIC0000244,8,ICICI BANK LIMITED,HYDERABAD - DR. A S RAO NAGAR┬á,"PLOT NO. 10, G-BLOCK, LAXMI TOWERS, DR. AS RAO NAGAR, HYDERABAD┬á500062┬á",HYDERABAD,HYDERABAD,ANDHRA PRADESH
46271,ICIC0000245,8,ICICI BANK LIMITED,HYDERABAD - MEHDIPATNAM┬á,"12-2-823/A/4/1&2, GOTTIPATI TOWERS, MAIN ROAD, MEHDIPATNAM, HYDERABAD 500 028┬á",HYDERABAD,HYDERABAD,ANDHRA PRADESH
46272,ICIC0000246,8,ICICI BANK LIMITED,BHILWARA┬á,BHILWARA┬á,BHILWARA,BHILWARA,RAJASTHAN
46273,ICIC0000247,8,ICICI BANK LIMITED,YAMUNA NAGAR,B-VI 1269/V GOBIND PURI ROAD MODEL TOWN NEAR J K RESIDENCY HOTEL YAMUNA NAGAR 135001,YAMUNANAGAR,YAMUNANAGAR,HARYANA
46274,ICIC0000248,8,ICICI BANK LIMITED,VADODARA - KARELIBAUG┬á,"ICICI BANK AMRAPALI COMPLEX, WATER TANK ROAD, KARELIBAUG ┬á390018┬á",VADODARA,VADODARA,GUJARAT
46275,ICIC0000249,8,ICICI BANK LIMITED,CIVIL LINES - JHANSI┬á,JHANSI┬á,KANPUR,KANPUR CITY,UTTAR PRADESH
46276,ICIC0000250,8,ICICI BANK LIMITED,DWARKA┬á,NEW DELHI┬á,DELHI,DELHI,DELHI
46277,ICIC0000251,8,ICICI BANK LIMITED,BANGALORE - JAYANAGAR 7TH BLOCK┬á,"NO.509, 8TH CROSS, WEST OF KANAKAPURA ROAD, JAYANAGAR 7TH BLOCK, BANGALORE┬á560082┬á",BANGALORE,BANGALORE URBAN,KARNATAKA
46278,ICIC0000252,8,ICICI BANK LIMITED,BANGALORE - COX TOWN┬á,"ICICI BANK LTD., NO. 6 BALAJI LAYOUT,WHEELER ROAD EXTENSION,COX TOWN, BANGALORE -┬á560084┬á",BANGALORE,BANGALORE URBAN,KARNATAKA
46279,ICIC0000253,8,ICICI BANK LIMITED,NOIDA - SECTOR 61┬á,"SUPERTECH SHOPPRIX,134B, SECTOR-61, NOIDA , U.P.┬á201307┬á",NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
46280,ICIC0000254,8,ICICI BANK LIMITED,GREATER NOIDA┬á,"KRISHNA APRA ROYAL PLAZA,D-2,E(ACB),ALPHA -1┬á201306┬á",NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
46281,ICIC0000255,8,ICICI BANK LIMITED,SAHIBABAD┬á,"BANSALS CHAMBER 45 , KAUSHAMBI, 201010┬á201010┬á",SAHIBABAD,GHAZIABAD,UTTAR PRADESH
46282,ICIC0000256,8,ICICI BANK LIMITED,ANAND┬á,"GROUND FLOOR, RADHESHYAM BUILDING, GAMDIVAD,ANAND┬á388001┬á",ANAND,ANAND,GUJARAT
46283,ICIC0000257,8,ICICI BANK LIMITED,MEHSANA,"GR. FLOOR, JAYSHREE BUILDING, NR. KOKILA TRADING CO, MEHSANA HIGHWAY, MEHSANA 384002",MAHESANA,MAHESANA,GUJARAT
46284,ICIC0000258,8,ICICI BANK LIMITED,GIDC - ANKLESHWAR┬á,ANKLESHWAR┬á,ANKLESHWAR,BHARUCH,GUJARAT
46285,ICIC0000259,8,ICICI BANK LIMITED,GANDHIDHAM┬á,GANDHIDHAM┬á,GANDHIDHAM,KACHCHH,GUJARAT
46286,ICIC0000260,8,ICICI BANK LIMITED,PETLAD ROAD  NADIAD┬á,NADIAD┬á,NADIAD,KHEDA,GUJARAT
46287,ICIC0000261,8,ICICI BANK LIMITED,MUMBAI - ZAVERI BAZAAR┬á,"226/230, GIRIRAJ, OPP. TBZ, ZAVERI BAZAAR, MUMBAI - 400 002┬á400002┬á",MUMBAI,GREATER BOMBAY,MAHARASHTRA
46288,ICIC0000262,8,ICICI BANK LIMITED,WEST FORT ROAD -  PALAKKAD┬á,PALAKKAD┬á,PALAKKAD,PALAKKAD,KERALA
46289,ICIC0000263,8,ICICI BANK LIMITED,MUMBAI - LOKHANDWALA┬á,"SAMARTH VAIBHAV, OFF K.W.MARG, LOKHANDWALA COMPLEX, OSHIVARA, ANDHERI (W) ┬á400053┬á",MUMBAI,GREATER BOMBAY,MAHARASHTRA
46290,ICIC0000264,8,ICICI BANK LIMITED,BURDWAN┬á,"398,G.T.ROAD,┬áBURDWAN┬á713101┬áWEST BENGAL┬á",BARDDHAMAN,BARDDHAMAN,WEST BENGAL
46291,ICIC0000265,8,ICICI BANK LIMITED,BOKARO,"B-11, CITY CENTER,GROUND FLOOR,SECTOR -IV, MAHATMA GANGHI MARG, BOKARO STEEL CITY. 827004",BOKARO,BOKARO,JHARKHAND
46292,ICIC0000266,8,ICICI BANK LIMITED,JAMMU - RESIDENCY ROAD┬á,"ICICI BANK KC PLAZA, RESIDENCY ROAD, JAMMU┬á180001┬á",JAMMU,JAMMU,JAMMU AND KASHMIR
46293,ICIC0000267,8,ICICI BANK LIMITED,MUMBAI - KANDIVALI EAST┬á,"AANGAN ,OPP THAKUR CINEMA, THAKUR VILLAGE , KANDIVLI(E)┬á400 101┬á",MUMBAI,GREATER BOMBAY,MAHARASHTRA
46294,ICIC0000268,8,ICICI BANK LIMITED,THANE - VARTAK NAGAR┬á,S1 VEDANT COMMERCIAL COMMERCIAL COMPLEX VARTAK NAGAR THANE WEST THANE 400606┬á400606┬á,THANE,THANE,MAHARASHTRA
46295,ICIC0000269,8,ICICI BANK LIMITED,BANGALORE - LANGFORD ROAD┬á,"# 20, LANGFORD ROAD, SHANTHINAGAR, BANGALORE ┬û 560 027┬á560027┬á",BANGALORE,BANGALORE URBAN,KARNATAKA
46296,ICIC0000270,8,ICICI BANK LIMITED,BERHAMPUR┬á,BERHAMPUR┬á,BERHAMPUR,BALESHWAR,ODISHA
46297,ICIC0000271,8,ICICI BANK LIMITED,PATEL CHOWK - PATHANKOT┬á,PATHANKOT┬á,PATHANKOT,GURDASPUR,PUNJAB
46298,ICIC0000272,8,ICICI BANK LIMITED,BHAVNAGAR┬á,BHAVNAGAR┬á,BHAVNAGAR,BHAVNAGAR,GUJARAT
46299,ICIC0000273,8,ICICI BANK LIMITED,JALANDHAR - ADARSH NAGAR┬á,"ICICI BANK, GROUND FLOOR,SYAL CHAMBERS, ADARSH NAGAR, JALANDHAR┬á144001┬á",JALANDHAR,JALANDHAR,PUNJAB
46300,ICIC0000274,8,ICICI BANK LIMITED,MATHURA,"217/360, BHUTESHWAR ROAD, MATHURA-  281004",MATHURA,MATHURA,UTTAR PRADESH
46301,ICIC0000275,8,ICICI BANK LIMITED,CHENNAI - PORUR┬á,CHENNAI┬á,CHENNAI,CHENNAI,TAMIL NADU
46302,ICIC0000276,8,ICICI BANK LIMITED,CHENNAI - NELSON MANICKAM ROAD┬á,"39, NELSON MANICKAM ROAD┬á600029┬á",CHENNAI,CHENNAI,TAMIL NADU
46303,ICIC0000277,8,ICICI BANK LIMITED,KOCHI - KADAVANTARA┬á,KOCHI,KOCHI,ERNAKULAM,KERALA
46304,ICIC0000278,8,ICICI BANK LIMITED,CHENNAI - KILPAUK┬á,"NO.34,BALFOUR ROAD,KILPAUK,CHENNAI ┬á600010┬á",CHENNAI,CHENNAI,TAMIL NADU
46305,ICIC0000279,8,ICICI BANK LIMITED,PARK ROAD  KURNOOL┬á,KURNOOL┬á,KURNOOL,KURNOOL,ANDHRA PRADESH
46306,ICIC0000281,8,ICICI BANK LIMITED,MUMBAI - GOREGAON EAST┬á,"ICICI BANK LIMITED,SHAGUN MALL,FILM CITY ROAD, GOREGAON (E)┬á400063┬á",MUMBAI,GREATER BOMBAY,MAHARASHTRA
46307,ICIC0000282,8,ICICI BANK LIMITED,LINK ROAD - BILASPUR┬á,BILASPUR┬á,BILASPUR,BILASPUR,CHANDIGARH
46308,ICIC0000283,8,ICICI BANK LIMITED,BHOPAL - NEW MARKET,"ICICI BANK LTD, , SHOP NO - 7, 8, 9 & 10, CENTRE POINT, NEW MARKET, BHOPAL - 462003, MADHYA PRADESH.",BHOPAL,BHOPAL,MADHYA PRADESH
46309,ICIC0000284,8,ICICI BANK LIMITED,BHUBANESWAR - NAYAPALLI┬á,"ICICI BANK ICICI BANK LTD., A-103, MIKNIK SHOPPING MALL, GROUND FLOOR, NAYAPALLI, BHUBANESWAR┬á751012┬á",BHUBANESWAR,KHURDA,ODISHA
46310,ICIC0000285,8,ICICI BANK LIMITED,BHAGAT SINGH CIRCLE - ALWAR┬á,ALWAR┬á,ALWAR,ALWAR,RAJASTHAN
46311,ICIC0000286,8,ICICI BANK LIMITED,NEW DELHI - JORBAGH┬á,"11 JOR BAGH MARKET, DELHI┬á110003┬á",DELHI,DELHI,DELHI
46312,ICIC0000287,8,ICICI BANK LIMITED,YESHWANTPUR  BANGALORE,"ICICI BANK LTD., 43/1 RUB PLAZA, TUMKUR ROAD, YESHWANTHPUR, BANGALORE ┬û 560022, KARNATAKA",BANGALORE,BANGALORE URBAN,KARNATAKA
46313,ICIC0000288,8,ICICI BANK LIMITED,NEW DELHI - PASCHIM VIHAR┬á,"B-368,MEERA BAGH,PASCHIM VIHAR-63┬á110063┬á",DELHI,DELHI,DELHI
46314,ICIC0000289,8,ICICI BANK LIMITED,PUMP JUNCTION ALUVA┬á,ALUVA┬á,ALUVA,ERNAKULAM,KERALA
46315,ICIC0000290,8,ICICI BANK LIMITED,NIYAWAN -FAIZABAD┬á,FAIZABAD┬á,FAIZABAD,FAIZABAD,UTTAR PRADESH
46316,ICIC0000291,8,ICICI BANK LIMITED,ASANSOL┬á,"GROUND FLOOR, PLOT NO: 793, MURGASOL, GT ROAD, ASANSOL ┬û 713303┬á713303┬á",ASANSOL,BARDDHAMAN,WEST BENGAL
46317,ICIC0000292,8,ICICI BANK LIMITED,RANCHI - LALPUR┬á,"52 AMARAVATI COMPLEX,GR. FLOOR,LALPUR RANCHI┬á834001┬á",RANCHI,RANCHI,JHARKHAND
46318,ICIC0000293,8,ICICI BANK LIMITED,SANGRUR,"SCF 22-23,KUALA PARK,IMPROVEMENT TRUST:148001",SANGRUR,SANGRUR,PUNJAB
46319,ICIC0000294,8,ICICI BANK LIMITED,AHMEDABAD - SHAHIBAUG┬á,"SUVAS COMPLEX, GROUND FLOOR, OPP. RAJASTHAN HOSPITAL, SHAHIBAUG, AHMEDABAD┬á380004┬á",AHMEDABAD,AHMADABAD,GUJARAT
46320,ICIC0000295,8,ICICI BANK LIMITED,AHMEDABAD - S.G. ROAD┬á,"ICICI BANK SARTHIK II, GROUND FLOOR, S.G.ROAD, BODAKDEV, AHMEDABAD┬á380054┬á",AHMEDABAD,AHMADABAD,GUJARAT
46321,ICIC0000296,8,ICICI BANK LIMITED,BANGALORE - RAJAJINAGAR┬á,"1693 A-32, DR RAJKUMAR ROAD, RAJAJINAGAR, BANGALORE┬á560010┬á",BANGALORE,BANGALORE URBAN,KARNATAKA
46322,ICIC0000297,8,ICICI BANK LIMITED,BANGALORE - BTM 2ND STAGE┬á,"#802,ESSAR PLAZA,7TH CROSS, BTM 2ND STAGE, BANGALORE ┬á560076┬á",BANGALORE,BANGALORE URBAN,KARNATAKA
46323,ICIC0000298,8,ICICI BANK LIMITED,BANGALORE - HRBR LAYOUT┬á,"4M -417, 80 FEET ROAD, HRBR III BLOCK, KALYANA NAGAR, KAMMANHALLI, BANHGALORE ┬û 560 043 ┬á",BANGALORE,BANGALORE URBAN,KARNATAKA
46324,ICIC0000299,8,ICICI BANK LIMITED,BANGALORE - JAYANAGAR 9TH BLOCK┬á,"148/75-1, 26TH MAIN ROAD, JAYANGAR 9TH BLOCK, BANGALORE┬á560069┬á",BANGALORE,BANGALORE URBAN,KARNATAKA
46325,ICIC0000300,8,ICICI BANK LIMITED,UJJAIN,"SANSKRITI PLAZA,84 MADHAV CLUB ROAD,TEEN BATI CHOURAHA, UJJAIN. 456010",UJJAIN,UJJAIN,MADHYA PRADESH
46326,ICIC0000301,8,ICICI BANK LIMITED,PARK EXTENSION  SHIMOGA,SHIMOGA - CIBD┬á,SHIMOGA,SHIMOGA,KARNATAKA
46327,ICIC0000302,8,ICICI BANK LIMITED,ATLAS RAOD - SONEPAT┬á,SONEPAT┬á,SONIPAT,SONIPAT,HARYANA
46328,ICIC0000303,8,ICICI BANK LIMITED,VIJAYAWADA - ONE TOWN┬á,"9-61-8, BRP ROAD,VIJAYAWADA┬á520001┬á",VIJAYAWADA,KRISHNA,ANDHRA PRADESH
46329,ICIC0000304,8,ICICI BANK LIMITED,VANASTHALIPURAM┬á,"PLOT NO 21 & 22, GROUND FLOOR,MAIN ROAD, VANASTHALIPURAM┬á500070┬á",HYDERABAD,HYDERABAD,ANDHRA PRADESH
46330,ICIC0000305,8,ICICI BANK LIMITED,KOLKATA - SALT LAKE - SECTOR 1┬á,"ICICI BANK AC-4, SECTOR-1, SALT LAKE CITY┬á700064┬á",KOLKATA,KOLKATA,WEST BENGAL
